Original Sentence 1,Original Sentence 2,Preprocessed Sentence 1,Preprocessed Sentence 2,True Similarity Score,Predicted Similarity Score
A binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root Each node can have no more than two children a right and a left child,a binary tree is a special search tree where each node has either 2 1 or 0 children,binary tree set nodes either empty partitioned root node one two subsets binary subtrees root node two children right left child,binary tree special search tree node either children,4.5,4.56759239638418
by reference only,by reference,reference,reference,5.0,4.681306842364733
A tree is a finite set of one or more nodes with a specially designated node called the root and the remaining nodes are partitioned into disjoint sets where each of these sets is a tree,It organizes data in a nonlinear hierarchical form where items can have more than one successor Partitioned into a root node and subsets are general subtrees of the root,tree finite set one nodes specially designated node called root remaining nodes partitioned disjoint sets sets tree,organizes data nonlinear hierarchical form items one successor partitioned root node subsets general subtrees root,5.0,4.312701826536661
by rows,By rows,rows,rows,5.0,4.681307291422488
A linked list is a data structure that is not necessarily in the same contiguous memory space - LRB - such as arrays - RRB - It holds the data type and points to the next data item in the list or in a doubly linked list also to the previous item,a list of nodes where each node contains a data member and also a pointer to the next node,linked list data structure necessarily contiguous memory space lrb arrays rrb holds data type points next data item list doubly linked list also previous item,list nodes node contains data member also pointer next node,4.5,4.261088475468392
by rows,rows,rows,rows,5.0,4.681307291422488
Unlike in a string declared using type string in a string declared using an array of characters the programmer must provide the null terminating character and must ensure the array is large enough to hold the string and null terminating character,an array is passed by reference therefore if an array of characters is changed the memory is changed not just the variable,unlike string declared using type string string declared using array characters programmer must provide null terminating character must ensure array large enough hold string null terminating character,array passed reference therefore array characters changed memory changed variable,3.5,4.0349362547018295
A tree for which the maximum number of children per node is two,A binary search tree is a tree that also has the condition that each node may have at maximum 2 children,tree maximum number children per node two,binary search tree tree also condition node may maximum children,4.5,4.406304771947834
Iteration performers a series of checks and loops,itteration like a for loop a while loop or a do while loop,iteration performers series checks loops,itteration like loop loop loop,5.0,3.3246476844540904
You implement a list in which the head pointer points to the element most recently pushed onto the list and the pop function changes the head pointer to point to the next to last element in the list and removes the element head pointer previously pointed to,You implement a list in which the head pointer points to the element most recently pushed onto the list and the pop function changes the head pointer to point to the next to last element in the list and removes the element head pointer previously pointed to,implement list head pointer points element recently pushed onto list pop function changes head pointer point next last element list removes element head pointer previously pointed,implement list head pointer points element recently pushed onto list pop function changes head pointer point next last element list removes element head pointer previously pointed,5.0,4.681306842364733
Public and private specifiers,private public,public private specifiers,private public,5.0,4.671478764361306
They are converted to post fix expressions It still follow the order of precedence for the operators,in postfix format,converted post fix expressions still follow order precedence operators,postfix format,4.0,3.9450512829646875
Taking one array element at a time from left to right it identifies the minimum from the remaining elements and swaps it with the current element,Find the lowest value and place it at the front then find the next lowest and place it in front of the last value etc,taking one array element time left right identifies minimum remaining elements swaps current element,find lowest value place front find next lowest place front last value etc,4.5,3.894645448196826
It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list this is done by reversing the divide and conquer technique,merge sort splits an array of elements into smaller and smaller array till the value of 1 is reached,uses divide conqure technique recursively merging back together compares element together sorted list done reversing divide conquer technique,merge sort splits array elements smaller smaller array till value reached,4.0,3.628151225986681
a queue otherwise some things would never be printed,a queue,queue otherwise things would never printed,queue,5.0,3.860313186674672
A data structure for storing items which are to be accessed in last - in first - out order that can be implemented in three ways,A list in which only the top - LRB - or last item added - RRB - can be modified,data structure storing items accessed last first order implemented three ways,list top lrb last item added rrb modified,4.5,3.695800204920424
A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,local variables are accessed inside member functions only while data members can be accessed throughout the class,local variable accessed outside function declared data members normally private variables functions declared private accessible member functions class declared,local variables accessed inside member functions data members accessed throughout class,4.5,4.580150296474002
You implement a list in which the head pointer points to the element most recently pushed onto the list and the pop function changes the head pointer to point to the next to last element in the list and removes the element head pointer previously pointed to,A singly - linked list is already a lot like a stack it just depends on the way you address moving the head,implement list head pointer points element recently pushed onto list pop function changes head pointer point next last element list removes element head pointer previously pointed,singly linked list already lot like stack depends way address moving head,3.5,3.7947141563878226
A list can have unlimited elements in it You can push a node onto the end of the list and pop the one in the front,A linked list with Stack principles The Queue top element is the element that is always being removed first Must use nodes to contain each element with a pointer to the top element which also could be called the head pointer,list unlimited elements push node onto end list pop one front,linked list stack principles queue top element element always removed first must use nodes contain element pointer top element also could called head pointer,3.0,4.26272259663509
Public and private specifiers,data member or data functions are access specifiers,public private specifiers,data member data functions access specifiers,0.5,4.077769179506699
The compiler creates a default constructor when we do not define one in our class file,If a class does not explicitly include a constructor the compiler creates one,compiler creates default constructor define one class file,class explicitly include constructor compiler creates one,5.0,4.509815054056024
log - LRB - log n - RRB - ; 2 to the power of - LRB - log n - RRB - ; n to the power of 2; n to the power of 3; n !,2 to the power of - LRB - log n - RRB - n to the power of 2 to the power of 3 log - LRB - long n - RRB - n !,log lrb log n rrb power lrb log n rrb n power n power n,power lrb log n rrb n power power log lrb long n rrb n,3.25,4.672345221297608
enqueue which adds data to the queue and dequeue which deletes data from the queue,Enqueue and Dequeue,enqueue adds data queue dequeue deletes data queue,enqueue dequeue,5.0,4.4760205391942485
By initializing a pointer to point to the first element of the array and then incrementing this pointer with the index of the array element,by using the multiplied by - LRB - pointer plus element - index - RRB -,initializing pointer point first element array incrementing pointer index array element,using multiplied lrb pointer plus element index rrb,4.0,4.038781536249082
Pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,StackPush - LRB - - RRB - StackPop - LRB - - RRB - StackIsEmpty - LRB - - RRB -,pop elements store another stack element found push back elements original stack,stackpush lrb rrb stackpop lrb rrb stackisempty lrb rrb,3.0,3.168136238288989
A list can have unlimited elements in it You can push a node onto the end of the list and pop the one in the front,theoretically you could do it two ways one of which uses more processing power and memory no larger than the queue is ever at when full and the other which uses almost infinite memory The more practical method would be two place the items in an array and remove the item in position one of the array after which you can shift the array and add another element if required The other option which can use infinite memory when used for long term queues such as job scheduling that goes nonstop for extended periods that is to implement an array and add the items read item one raise your counter value to two ecetera and continue adding more elements to the array the downside to this method is after you use element one it is still in memory or im crazy who knows,list unlimited elements push node onto end list pop one front,theoretically could two ways one uses processing power memory larger queue ever full uses almost infinite memory practical method would two place items array remove item position one array shift array add another element required option use infinite memory used long term queues job scheduling goes nonstop extended periods implement array add items read item one raise counter value two ecetera continue adding elements array downside method use element one still memory im crazy knows,2.0,4.167461056409639
File scope,it is accessible by all functions within a program,file scope,accessible functions within program,4.5,3.9217600044394194
The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,The static array will be available to the whole of the program whereas an array that is not static is only available within the scope in which it is declared or or pass - by - reference,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,static array available whole program whereas array static available within scope declared pass reference,4.0,4.02570070840477
Find the node then replace it with the leftmost node from its right subtree - LRB - or the rightmost node from its left subtree - RRB -,first attaching the elements from the node to be deleting to alternate nodes and then deleting that node delete node;,find node replace leftmost node right subtree lrb rightmost node left subtree rrb,first attaching elements node deleting alternate nodes deleting node delete node,3.5,4.116615594100669
This type of programming is more flexible making it easier to add and modify the program It is also a type of a fail safe program you check each individual module This eliminates redundant code and makes the program easier to read for other programmers When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program,Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once The classes all hold attrubutes that affect the object,type programming flexible making easier add modify program also type fail safe program check individual module eliminates redundant code makes program easier read programmers debugging program easier track source problem within module rather million line program,object oriented programming allows programmers use object classes changed manipulated affecting entire object classes hold attrubutes affect object,1.0,3.7774456404588417
A link list can grow to a infinite size as a array has a fixes size,Linked lists are not confined to a specific size and can have elements added and removed far easier They are also easier to traverse,link list grow infinite size array fixes size,linked lists confined specific size elements added removed far easier also easier traverse,5.0,3.7816162643488624
Gives faster times for some operations such as insertion and deletion,Doubly - linked lists can traverse backwards though they still cannot access data at any point in the list it can be shorter to traverse backwards,gives faster times operations insertion deletion,doubly linked lists traverse backwards though still access data point list shorter traverse backwards,3.5,3.059541275232572
linked list based because it does not store the items linearly in memory but instead as individual blocks,list its dynamic and no size needs to be declared,linked list based store items linearly memory instead individual blocks,list dynamic size needs declared,5.0,3.6075991997606636
Traverse the left subtree then the root then the right subtree,Level order traversal is a traversal method by which levels are visited successively starting with level 0 - LRB - the root node - RRB - and nodes are visited from left to right on each level with Push and Pop methods,traverse left subtree root right subtree,level order traversal traversal method levels visited successively starting level lrb root node rrb nodes visited left right level push pop methods,2.0,4.1831338456098885
you get the memory location of the first element and the you add an offset to it to get other elements,Takes the number of array elements and points to each at a time,get memory location first element add offset get elements,takes number array elements points time,2.0,3.8247770013141
do while statements evaluate whether or not to loop after running the block contained within it at least once So the main differance is that while statements have a possibility of never being used Do while statements on the other hand are always run at least once before evaluating whether to run again,The main difference between a do and a do while statement is in a do while statement is the statements in a do block are always executed atleast once The while statement will only execute if its condition is true,statements evaluate whether loop running block contained within least main differance statements possibility never used statements hand always run least evaluating whether run,main difference statement statement statements block always executed atleast statement execute condition true,5.0,4.305926892202484
Taking one array element at a time from left to right it inserts it in the right position among the already sorted elements on its left,have a marker and sort everything to the left of the value for every new value when moving to the right,taking one array element time left right inserts right position among already sorted elements left,marker sort everything left value every new value moving right,3.0,4.1898699364483525
Use a circular array Keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,Keep track of the front and the back of the array as you increase and decrease the elements inside the array,use circular array keep rear queue toward end array front toward beginning allow rear pointer wrap around,keep track front back array increase decrease elements inside array,4.0,4.236756954656059
Unlimited number,It depends what type of class is being defined Typically you would have a constructor call for each object,unlimited number,depends type class defined typically would constructor call object,1.5,3.252696956766182
The elements in an array can be accessed directly - LRB - as opposed to linked lists which require iterative traversal - RRB -,direct access to elements and speed linked lists have increased search times to access elements even if the list is sorted - LRB - like getting the last element without a pointer directly to the end of the list - RRB -,elements array accessed directly lrb opposed linked lists require iterative traversal rrb,direct access elements speed linked lists increased search times access elements even list sorted lrb like getting last element without pointer directly end list rrb,4.5,4.270428876751003
A data structure for storing items which are to be accessed in last - in first - out order that can be implemented in three ways,a collection of data to be executed in the order of last in first out,data structure storing items accessed last first order implemented three ways,collection data executed order last first,5.0,4.3397043428696245
by rows,x by y is row by column So x is rows and y is columns Since the length of the row is not needed when passing the array to the function this leads me to believe that bi - dimensional arrays are stored by rows at a time,rows,x row column x rows columns since length row needed passing array function leads believe bi dimensional arrays stored rows time,5.0,4.535352294937765
The name of the function and the types of the parameters,Name paramaters scope and other general function information,name function types parameters,name paramaters scope general function information,4.5,4.155531837175378
An alias - LRB - synonym - RRB - for the name of the object that its operand points to in memory It is the dereferencing operator,a reference to a equals variable,alias lrb synonym rrb name object operand points memory dereferencing operator,reference equals variable,2.0,3.763073547042964
Elements can be inserted into a link list at any point and does not need to be resized unlike an array needs to be,The principal benefit of a linked list over a conventional array is that the order of the linked items may be different from the order that the data items are stored in memory or on disk allowing the list of items to be traversed in a different order A linked list is a self - referential datatype because it contains a pointer or link to another datum of the same type Linked lists permit insertion and removal of nodes at any point in the list in constant time,elements inserted link list point need resized unlike array needs,principal benefit linked list conventional array order linked items may different order data items stored memory disk allowing list items traversed different order linked list self referential datatype contains pointer link another datum type linked lists permit insertion removal nodes point list constant time,4.0,3.7121441109339823
Keep the top of the stack pointing to the head of the linked list so the push and pop operations will add or remove elements at the beginning of the list,Use the head as the top of the stack only modify the head when you push or pop push would add a new item to the head pop would remove the item from the head,keep top stack pointing head linked list push pop operations add remove elements beginning list,use head top stack modify head push pop push would add new item head pop would remove item head,4.5,4.495358313253527
Push,Push,push,push,5.0,4.681306842364733
A list can have unlimited elements in it You can push a node onto the end of the list and pop the one in the front,each element of a queue can be allocated in the nodes of an linked list New elements should be added to the head of the list with each dequeued element coming off the tail,list unlimited elements push node onto end list pop one front,element queue allocated nodes linked list new elements added head list dequeued element coming tail,5.0,4.414779838938544
A variable in memory that hold the address of another memory location to which it points too,Pointer is a variable which have a memory address of a variable,variable memory hold address another memory location points,pointer variable memory address variable,5.0,4.484221007368384
To store a class interface including data members and member function prototypes,A header file usually contains class and function prototypes,store class interface including data members member function prototypes,header file usually contains class function prototypes,4.5,4.462354140038701
you get the memory location of the first element and the you add an offset to it to get other elements,An array can be addressed in pointer or offset notation by setting a pointer variable equal to the variable name of the array Elements of the array can then be accessed by adding an offset value to the pointer variable,get memory location first element add offset get elements,array addressed pointer offset notation setting pointer variable equal variable name array elements array accessed adding offset value pointer variable,4.5,4.238329779439361
Implement the algorithm and measure the physical running time,measuring the relationship of running an algorithm with different input sizes,implement algorithm measure physical running time,measuring relationship running algorithm different input sizes,4.5,4.155176632491987
Experimental means you would actually write a prototype of the algorithm and measure the time it takes to run given certain parameters,adding a time marker at the before the algorithm is called and another time marker immediately after so that you have the change in time then you can calculate the efficiency by the speed of the computers cpu,experimental means would actually write prototype algorithm measure time takes run given certain parameters,adding time marker algorithm called another time marker immediately change time calculate efficiency speed computers cpu,3.5,3.848611415192794
Pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,if top item ! equals given element pop the stack Repeat until item is found or stack is empty,pop elements store another stack element found push back elements original stack,top item equals given element pop stack repeat item found stack empty,3.5,4.380512466261824
do while statements evaluate whether or not to loop after running the block contained within it at least once So the main differance is that while statements have a possibility of never being used Do while statements on the other hand are always run at least once before evaluating whether to run again,A while statement will test the condition of the while loop FIRST there is a chance the loop will never run A do while loop will ALWAYS run once and then the while test will determine if it will run again,statements evaluate whether loop running block contained within least main differance statements possibility never used statements hand always run least evaluating whether run,statement test condition loop first chance loop never run loop always run test determine run,5.0,4.283605129368052
a static array will store the new values that were assigned to each of its elements meaning if you call a function twice it will use the last values that were returned the first time if you do not declare it static then the new values will not be stored and will be reset to their original value,a static array will store the new values that were assigned to each of its elements meaning if you call a function twice it will use the last values that were returned the first time if you do not declare it static then the new values will not be stored and will be reset to their original value,static array store new values assigned elements meaning call function twice use last values returned first time declare static new values stored reset original value,static array store new values assigned elements meaning call function twice use last values returned first time declare static new values stored reset original value,5.0,4.681306842364733
It will do - LRB - n - RRB - operations where - LRB - n - RRB - is the number of elements in the array Best case is when all the elements are already sorted,1 operation the best case scenario s where it is already sorted and does one comparision,lrb n rrb operations lrb n rrb number elements array best case elements already sorted,operation best case scenario already sorted one comparision,3.0,4.3228444694967525
Information telling the compiler what data members and member functions belong to the class,class variables function definitions for the class,information telling compiler data members member functions belong class,class variables function definitions class,5.0,4.184011978047787
The last element in a circular linked list points to the head of the list,A circular linked list is a linked list that links items in a continuous circle This allows the full list to be traversed by starting at any item in the list; a fixed head or tail is not required,last element circular linked list points head list,circular linked list linked list links items continuous circle allows full list traversed starting item list fixed head tail required,4.5,4.425586189259026
Returns size of operand in bytes,The amount of memory required for a specific parameter such as ints doubles,returns size operand bytes,amount memory required specific parameter ints doubles,3.5,3.512021971934148
Local variables are declared inside the method or function they will be used in at the beginning of the method Global variables are declared outside of any function or method generally before functions are defined,In the Function main - LRB - - RRB - before using the variable,local variables declared inside method function used beginning method global variables declared outside function method generally functions defined,function main lrb rrb using variable,3.0,3.781705851370752
It selects the minimum from an array and places it on the first position then it selects the minimum from the rest of the array and places it on the second position and so forth,selection sort iterates through the array one element a time searching for the right and replacing current value with it,selects minimum array places first position selects minimum rest array places second position forth,selection sort iterates array one element time searching right replacing current value,4.0,3.9603304730435838
This is on the runtime order of log - LRB - n - RRB - where n is the number of nodes in the binary tree,logn,runtime order log lrb n rrb n number nodes binary tree,logn,5.0,4.22148741931888
by rows,by rows,rows,rows,5.0,4.681307291422488
push and pop,push and pop,push pop,push pop,5.0,4.681307291422488
By reference,By passing the head pointer and going through the list as needed inside the function,reference,passing head pointer going list needed inside function,4.0,3.700512167932853
Unlimited number,Just one per class,unlimited number,one per class,0.0,3.7266345310680347
Pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,A function to keep track of the elements popped and a function to put the popped elements backinto the function,pop elements store another stack element found push back elements original stack,function keep track elements popped function put popped elements backinto function,4.5,4.125780638330371
Keep the top of the stack toward the end of the array so the push and pop operations will add or remove elements from the right side of the array,create an array and implement pointers that point to the next list item down and stack them up,keep top stack toward end array push pop operations add remove elements right side array,create array implement pointers point next list item stack,2.0,3.943554124412932
Nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,5.0,4.681306842364733
Overall the program has better performance - LRB - means it is faster - RRB - because it does not have to copy large amounts of data,gives function ability to access and modify the caller argument data directly,overall program better performance lrb means faster rrb copy large amounts data,gives function ability access modify caller argument data directly,3.5,3.5092344459263867
Traverse the left subtree then the root then the right subtree,starting by displaying the node furthest to the right then the node then the node on the right in recursive order,traverse left subtree root right subtree,starting displaying node furthest right node node right recursive order,4.0,4.441608120862953
Unlike in a string declared using type string in a string declared using an array of characters the programmer must provide the null terminating character and must ensure the array is large enough to hold the string and null terminating character,Strings declared using the type string can vary in length Strings declared using an array of characters can not extend past the array length,unlike string declared using type string string declared using array characters programmer must provide null terminating character must ensure array large enough hold string null terminating character,strings declared using type string vary length strings declared using array characters extend past array length,4.0,4.530528292015702
A leaf is a child of a parent node that has no children nodes of its own,a node with no children,leaf child parent node children nodes,node children,5.0,4.5369040140066295
All the dimensions except the first one,not answered,dimensions except first one,answered,0.0,0.5000954054207318
All the dimensions except the first one,1 less than the total number of dimensions,dimensions except first one,less total number dimensions,4.5,3.6998617077762317
It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list this is done by reversing the divide and conquer technique,It takes an array splits itself in half sorts the two halves - LRB - either by recursion or iteration - RRB - and compares them together giving a third array a full sorted list with both halves rejoined,uses divide conqure technique recursively merging back together compares element together sorted list done reversing divide conquer technique,takes array splits half sorts two halves lrb either recursion iteration rrb compares together giving third array full sorted list halves rejoined,5.0,4.185343883346065
A base case that is the simplest case for a problem so that the function will lead to it if this does not happen then it will end up as an infinite loop And a condition to know when to terminate,no base case or the recursive calls do not converge to the base case,base case simplest case problem function lead happen end infinite loop condition know terminate,base case recursive calls converge base case,5.0,4.243728127228735
It makes a copy of the function code in every place where a function call is made,compiler ignores inline qualifier,makes copy function code every place function call made,compiler ignores inline qualifier,2.5,4.022102184093296
Pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,Push adds a given node to the top of the stack leaving previous nodes below Pop removes and returns the current top node of the stack,pop elements store another stack element found push back elements original stack,push adds given node top stack leaving previous nodes pop removes returns current top node stack,3.0,4.142164510484033
push,FIFO : First in First out,push,fifo first first,1.5,2.6745864033757263
To store a class interface including data members and member function prototypes,A header file declares a class its data and functions available through that class,store class interface including data members member function prototypes,header file declares class data functions available class,4.0,4.319367415307741
Gives faster times for some operations such as insertion and deletion,each node points to both its predecessor and its successor,gives faster times operations insertion deletion,node points predecessor successor,3.5,2.7815824962991123
Searches an array for the largest or the smallest element and is moved out to the front of the array then it will search for the next largest or the smallest element to move out to the front,Finds the minimum value and swap it with the value in the first position,searches array largest smallest element moved front array search next largest smallest element move front,finds minimum value swap value first position,5.0,3.749799624364446
Push,push,push,push,5.0,4.681306842364733
The linked lists can be of variable length,more memory can be allocated on the fly for more items,linked lists variable length,memory allocated fly items,4.5,3.698589078101465
File scope,the whole code,file scope,whole code,4.5,3.3219513171703605
Nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,pass by value and pass by reference with reference or pointer arguments,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,pass value pass reference reference pointer arguments,2.5,3.634021533475483
Find the node then replace it with the leftmost node from its right subtree - LRB - or the rightmost node from its left subtree - RRB -,Set the nodes to NULL where that it does not point to anything and the use the DELETE opertator to clear space from memory,find node replace leftmost node right subtree lrb rightmost node left subtree rrb,set nodes null point anything use delete opertator clear space memory,1.5,3.441173905561109
Its a location in memory that contains the memory address of another location in memory that contains information,A pointer is a variable which stores the address of another variable,location memory contains memory address another location memory contains information,pointer variable stores address another variable,5.0,4.2515763095948875
When the size of the array to be sorted is 1 - LRB - or 2 - RRB -,The best case is the same as the worst case O - LRB - n log n - RRB - for a recursive merge sort,size array sorted lrb rrb,best case worst case lrb n log n rrb recursive merge sort,2.0,3.880137290281512
A tree for which the maximum number of children per node is two,a tree with only 2 joints left and right,tree maximum number children per node two,tree joints left right,4.5,4.190620087426341
it scans the list and selects the smallest - LRB - largest - RRB - element and places it in the front increment the curPtr by one scan the list again for the next smallest - LRB - largest - RRB - element and place it in with respect with the other sorted elements,it selects the smallest element in a list and switches it with the element in its correct position then it selects the next smallest and does the same,scans list selects smallest lrb largest rrb element places front increment curptr one scan list next smallest lrb largest rrb element place respect sorted elements,selects smallest element list switches element correct position selects next smallest,4.5,4.50650190594721
You implement a list in which the head pointer points to the element most recently pushed onto the list and the pop function changes the head pointer to point to the next to last element in the list and removes the element head pointer previously pointed to,using linked list you are pushing the node that contains each int to the stack until you get to the end of your linked list,implement list head pointer points element recently pushed onto list pop function changes head pointer point next last element list removes element head pointer previously pointed,using linked list pushing node contains int stack get end linked list,2.5,4.067351039614558
The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,an array that is declared as static can only be used in the function that its being called in Its a constant array Static is another way of say const,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,array declared static used function called constant array static another way say const,2.5,4.254932567248081
The char will automatically add a null 0 character at the end of the string,A string contains a null character at the end of the string which makes it easily possible to get the string length A char array can have a virtually unlimited length therefore its size must be declared or limited,char automatically add null character end string,string contains null character end string makes easily possible get string length char array virtually unlimited length therefore size must declared limited,4.0,4.4992628704243
Keep the top of the stack pointing to the head of the linked list so the push and pop operations will add or remove elements at the beginning of the list,This is the implementation of the stack using single linked list The operations performed on a stack are 1 - RRB - push - LRB - - RRB - : This is the function which is for insertion - LRB - pushing - RRB - of an element into stack It is similar to the insertion of an element at the end of a single linked list see the function insert end - LRB - - RRB - in the program for operations of single linked list 2 - RRB - pop - LRB - - RRB - : This is the function which is for deletion - LRB - popping up - RRB - of an element from the stack It is similar to the deletion of an element at the end of a single linked list see the function delete end - LRB - - RRB - in the program for operations of single linked list 3 - RRB - stack display - LRB - - RRB - : This is the function which is for displaying the elements of a stack,keep top stack pointing head linked list push pop operations add remove elements beginning list,implementation stack using single linked list operations performed stack rrb push lrb rrb function insertion lrb pushing rrb element stack similar insertion element end single linked list see function insert end lrb rrb program operations single linked list rrb pop lrb rrb function deletion lrb popping rrb element stack similar deletion element end single linked list see function delete end lrb rrb program operations single linked list rrb stack display lrb rrb function displaying elements stack,4.0,4.241895522534761
They both involve repetition; they both have termination tests; they can both occur infinitely,Many problems can be solved by both iteration and recursion and either may go into a condition of infinite execution if a termination test is omitted,involve repetition termination tests occur infinitely,many problems solved iteration recursion either may go condition infinite execution termination test omitted,3.5,4.172844585293115
The strings declared using an array of characters have a null element added at the end of the array,strings declared using an array of characters could result in data loss if character array not initialized large enough,strings declared using array characters null element added end array,strings declared using array characters could result data loss character array initialized large enough,4.0,4.355453696416919
A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,data members local variables are declared in a function definition s body they Cannot be used outside of that function body When a function terminates the values of its local variables are lost,local variable accessed outside function declared data members normally private variables functions declared private accessible member functions class declared,data members local variables declared function definition body used outside function body function terminates values local variables lost,4.5,4.458638187124607
Keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,Check if list is empty and add elements to the list,keep rear queue pointing tail linked list enqueue operation done end list keep front queue pointing head linked list dequeue operation done beginning list,check list empty add elements list,2.5,4.059819892022688
You can initialize and array by using an initializer list in its declaration or by initializing its size with a constant variable,You can use an initializer list or simply tell the compiler how many elements you want in the array For an Initializer list : int a equals 10 2 3 4 5; For an elemental declaration : int b 5 ; Both arrays have 5 elements in them but array a is already initialized,initialize array using initializer list declaration initializing size constant variable,use initializer list simply tell compiler many elements want array initializer list int equals elemental declaration int b arrays elements array already initialized,5.0,4.348460744543222
The inline keyword advises the compiler to copy the function code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions,You declare your inline function in the header or before your int main - LRB - - RRB - You then can call that function at anytime in your main program quickly and easily,inline keyword advises compiler copy function code place avoid function calls however compiler typically ignore inline qualifier smallest functions,declare inline function header int main lrb rrb call function anytime main program quickly easily,2.0,3.8899660418715696
Taking one array element at a time from left to right it identifies the minimum from the remaining elements and swaps it with the current element,To sort the elements by comparing two elements and swapping the smaller one to sort the elements in the array,taking one array element time left right identifies minimum remaining elements swaps current element,sort elements comparing two elements swapping smaller one sort elements array,3.5,4.169484510649047
Using linked lists and stacks you would need a temp stack to retain the values Then you would use the Pop - LRB - - RRB - function to pop off each element and then compare it If its not the element your looking for Push - LRB - - RRB - it to the temp stack Repeat until the element is found When you find it Pop - LRB - - RRB - off the temp stack back onto the regular stack to have a complete stack again,You would have to keep using peek or getTop to see what the top element is then popping the top element until peek or getTop provides the element you are looking for,using linked lists stacks would need temp stack retain values would use pop lrb rrb function pop element compare element looking push lrb rrb temp stack repeat element found find pop lrb rrb temp stack back onto regular stack complete stack,would keep using peek gettop see top element popping top element peek gettop provides element looking,3.0,4.309008551039125
Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,all constructors are functions but not all functions are constructors Also functions can have nearly infinite purposes while constructors always create an instance of whichever class you are using You can change how a constructor does something but not what it does With functions you can change not only the how but also the what,unlike regular functions constructors used initialize object data created constructors must also given name class return values,constructors functions functions constructors also functions nearly infinite purposes constructors always create instance whichever class using change constructor something functions change also,3.0,4.412235702233414
The height of a tree is the number of nodes on the longest path from the root to a leaf,the height of a tree is how many levels of nodes that it has,height tree number nodes longest path root leaf,height tree many levels nodes,4.5,4.5689829037193705
A linked list is a data structure that is not necessarily in the same contiguous memory space - LRB - such as arrays - RRB - It holds the data type and points to the next data item in the list or in a doubly linked list also to the previous item,Each component contains a Node a data item and a pointer to the next item in the list,linked list data structure necessarily contiguous memory space lrb arrays rrb holds data type points next data item list doubly linked list also previous item,component contains node data item pointer next item list,4.5,4.383777116133213
Keep the top of the stack toward the end of the array so the push and pop operations will add or remove elements from the right side of the array,Allocate an array of some size bottom stack element stored at element 0,keep top stack toward end array push pop operations add remove elements right side array,allocate array size bottom stack element stored element,4.0,4.029200215481486
This type of programming is more flexible making it easier to add and modify the program It is also a type of a fail safe program you check each individual module This eliminates redundant code and makes the program easier to read for other programmers When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program,Data Abstraction and control it is possible to isolate elements from other elements a lot easier and prevent tampering of data,type programming flexible making easier add modify program also type fail safe program check individual module eliminates redundant code makes program easier read programmers debugging program easier track source problem within module rather million line program,data abstraction control possible isolate elements elements lot easier prevent tampering data,3.5,3.7867052113457387
At function int main - LRB - - RRB -,main method,function int main lrb rrb,main method,5.0,3.3950383855046793
A variable is a location in memory where a value can be stored,a block of memory that holds a specific type of data,variable location memory value stored,block memory holds specific type data,5.0,3.7367722343928342
It will do - LRB - n - RRB - operations where - LRB - n - RRB - is the number of elements in the array Best case is when all the elements are already sorted,n minus 1,lrb n rrb operations lrb n rrb number elements array best case elements already sorted,n minus,3.5,4.288022061436131
