Original Sentence 1,Original Sentence 2,Preprocessed Sentence 1,Preprocessed Sentence 2,True Similarity Score,Predicted Similarity Score
A tree data structure where each node has a value where the total order is defined on these values the left subtree contains only values less than the parent node and vice versa for the right subtree,a binary tree with a special organization of data where the left child of the element is less than it and the right child is larger than it,tree data structure node value total order defined values left subtree contains values less parent node vice versa right subtree,binary tree special organization data left child element less right child larger,5.0,2.409999999999996
Pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,you would pop each element and compare it to what you are looking for and then push it back on the stack so that it is not lost,pop elements store another stack element found push back elements original stack,would pop element compare looking push back stack lost,4.5,3.6150000000000033
by keeping track of a front item and a rear item or with a circular array that uses the modulo function,add in data from the first element to the last take out data from the first element to the last,keeping track front item rear item circular array uses modulo function,add data first element last take data first element last,3.0,3.545000000000003
A variable is a location in memory where a value can be stored,a placeholder to hold information used in the program for example : int can hold : 1 2 3 4 68 72 256 etc float can hold : 1 54 55 55 1 24 5 657 8 8123 et char can hold : A B C D E F ! 4 5 6 P etc,variable location memory value stored,placeholder hold information used program example int hold etc float hold et char hold b c e f p etc,4.5,4.115000000000001
returns a synonym for the object to which its pointer operand points,a synonym for the object to which its pointer operand points,returns synonym object pointer operand points,synonym object pointer operand points,5.0,4.67
Push and pop are two main functions defined in a stack,Pop function and Push function,push pop two main functions defined stack,pop function push function,5.0,4.425000000000001
A collection of nodes which has a special node called root and the rest of the nodes are partitioned into one or more disjoint sets each set being a tree,an infinite set of nodes that have a root and descendants and each addition is a leaf,collection nodes special node called root rest nodes partitioned one disjoint sets set tree,infinite set nodes root descendants addition leaf,3.5,4.074999999999999
A linked list is a data structure that is not necessarily in the same contiguous memory space - LRB - such as arrays - RRB - It holds the data type and points to the next data item in the list or in a doubly linked list also to the previous item,one of the fundamental data structures and can be used to implement other data structures It consists of a sequence of nodes each containing arbitrary data fields and one or two references - LRB - links - RRB - pointing to the next and previous nodes,linked list data structure necessarily contiguous memory space lrb arrays rrb holds data type points next data item list doubly linked list also previous item,one fundamental data structures used implement data structures consists sequence nodes containing arbitrary data fields one two references lrb links rrb pointing next previous nodes,4.5,4.309999999999997
Information telling the compiler what data members and member functions belong to the class,Data and functions,information telling compiler data members member functions belong class,data functions,4.5,3.4000000000000004
A walk around the tree starting with the root where each node is seen three times : from the left from below from the right,traversing a tree level by level,walk around tree starting root node seen three times left right,traversing tree level level,1.5,3.7499999999999996
When passing a multi - dimensional array all dimensions must be specified except for the first dimension,All dimensions except for the first one need to be specified when passing an array to a function the compiler needs to know how many memory addresses to skip to make it back to the 2nd element in the first dimension The size of the first dimension does not need to be specified,passing multi dimensional array dimensions must specified except first dimension,dimensions except first one need specified passing array function compiler needs know many memory addresses skip make back element first dimension size first dimension need specified,5.0,4.480000000000004
Divide a problem into smaller subproblems solve them recursively and then combine the solutions into a solution for the original problem,this is shown by the use of cpp and header files by splitting the program up into smaller subsections of individual code it becomes easier to write and keep up with as opposed to having all of your code in one file,divide problem smaller subproblems solve recursively combine solutions solution original problem,shown use cpp header files splitting program smaller subsections individual code becomes easier write keep opposed code one file,3.0,4.234999999999994
A pointer that points to the memory address of the beginning part of a functions pretty much the pointer points to the function so it can be called to execute,Points to the memory address of a function Kind of like breaking a branch off of a tree object and hitting other objects with it,pointer points memory address beginning part functions pretty much pointer points function called execute,points memory address function kind like breaking branch tree object hitting objects,5.0,3.2650000000000046
This is on the runtime order of log - LRB - n - RRB - where n is the number of nodes in the binary tree,In a binary search tree of size n it takes log - LRB - n - RRB - comparisons to find a specified element,runtime order log lrb n rrb n number nodes binary tree,binary search tree size n takes log lrb n rrb comparisons find specified element,5.0,4.149999999999997
Keep the top of the stack pointing to the head of the linked list so the push and pop operations will add or remove elements at the beginning of the list,have the head of the list be the last item added and a push just adds a new head,keep top stack pointing head linked list push pop operations add remove elements beginning list,head list last item added push adds new head,4.5,4.419999999999996
Data members - LRB - attributes - RRB - and member functions,a public and private area that includes the functions and variables that are used in the class,data members lrb attributes rrb member functions,public private area includes functions variables used class,4.5,3.265000000000004
a header file is a file used to store a list of prototye functions and data members,contains all the standard C plus plus library i e string,header file file used store list prototye functions data members,contains standard c plus plus library e string,1.0,2.7499999999999973
A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,Function definitions are just that the definition The prototype is what the compiler uses to check that calls to function are correct,function prototype includes function signature e name function return type parameters type function definition includes actual body function,function definitions definition prototype compiler uses check calls function correct,2.0,4.184999999999994
They are converted to post fix expressions It still follow the order of precedence for the operators,i have an hard time explaining this so i will show how infix is evaluated instead Start with an infix expression like - LRB - - LRB - - LRB - 5 plus 2 - RRB - multiplied by 5 - RRB - plus - LRB - 400 divided by - LRB - 2 plus 3 - RRB - - RRB - - RRB - and push items until you get a - RRB - and once that happens perform the operations until you reach an - LRB - with that complete you will now have - LRB - - LRB - 7 multiplied by 5 - RRB - plus - LRB - 400 divided by - LRB - 2 plus 3 - RRB - - RRB - - RRB - as now the expression that will be evaluated perform last step again - LRB - 35 plus - LRB - 400 divided by - LRB - 2 plus 3 - RRB - - RRB - - RRB - is now the stack repeat agian - LRB - 35 plus - LRB - 400 divided by 5 - RRB - - RRB - is now the stack after that repeat - LRB - 35 plus 80 - RRB - is now the stack repeat again 115 is now the stack and is returned,converted post fix expressions still follow order precedence operators,hard time explaining show infix evaluated instead start infix expression like lrb lrb lrb plus rrb multiplied rrb plus lrb divided lrb plus rrb rrb rrb push items get rrb happens perform operations reach lrb complete lrb lrb multiplied rrb plus lrb divided lrb plus rrb rrb rrb expression evaluated perform last step lrb plus lrb divided lrb plus rrb rrb rrb stack repeat agian lrb plus lrb divided rrb rrb stack repeat lrb plus rrb stack repeat stack returned,2.5,4.235000000000002
It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list this is done by reversing the divide and conquer technique,merge sort breaks the array down in halves until it is comparing two values sorts those two values then merges that back with the other broken down parts that it sorted each level merging more sets together till you return back to your whole array in order,uses divide conqure technique recursively merging back together compares element together sorted list done reversing divide conquer technique,merge sort breaks array halves comparing two values sorts two values merges back broken parts sorted level merging sets together till return back whole array order,5.0,3.7499999999999996
The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,one declared as static is one that is already defined The program knows the length and the array from the start whereas non - static arrays are declared or assigned later,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,one declared static one already defined program knows length array start whereas non static arrays declared assigned later,3.0,4.765000000000002
There are four ways : nonconstant pointer to constant data nonconstant pointer to nonconstant data constant pointer to constant data constant pointer to nonconstant data,you can pass it where either the pointer cant be moved the data pointed to cant be changed or both or neither,four ways nonconstant pointer constant data nonconstant pointer nonconstant data constant pointer constant data constant pointer nonconstant data,pass either pointer cant moved data pointed cant changed neither,4.0,3.599999999999996
The last element in a circular linked list points to the head of the list,Circular linked lists are most useful for describing naturally circular structures and have the advantage of regular structure and being able to traverse the list starting at any point,last element circular linked list points head list,circular linked lists useful describing naturally circular structures advantage regular structure able traverse list starting point,2.5,2.4
The height of a tree is the number of nodes on the longest path from the root to a leaf,the height of a tree is the length from the root to the furthest leaf,height tree number nodes longest path root leaf,height tree length root furthest leaf,5.0,3.1500000000000044
Its a location in memory that contains the memory address of another location in memory that contains information,Contains a variable memory address as a value,location memory contains memory address another location memory contains information,contains variable memory address value,5.0,4.895
Implement the algorithm and measure the physical running time,In experimental terms the running time of an algorithm is measured by the number of operations required to complete the function This number can usually be expressed in big - O notation,implement algorithm measure physical running time,experimental terms running time algorithm measured number operations required complete function number usually expressed big notation,3.5,4.920000000000001
Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,a Data member is encapsulated within a class or object it is static and can be shared by all instances of that class however local variable are only used from the function or block in which it is declared and not the whole class other wise they would be called global variables,data members accessed member functions inside class defintion local variables accessed inside member function defines,data member encapsulated within class object static shared instances class however local variable used function block declared whole class wise would called global variables,4.0,2.849999999999996
The length of the longest path from the root to any of its leaves,Each level of a generation in the tree some people do not count the root as a generation,length longest path root leaves,level generation tree people count root generation,4.0,3.619999999999999
Using linked lists and stacks you would need a temp stack to retain the values Then you would use the Pop - LRB - - RRB - function to pop off each element and then compare it If its not the element your looking for Push - LRB - - RRB - it to the temp stack Repeat until the element is found When you find it Pop - LRB - - RRB - off the temp stack back onto the regular stack to have a complete stack again,you need the pop opertation to go throught the stack and find the element,using linked lists stacks would need temp stack retain values would use pop lrb rrb function pop element compare element looking push lrb rrb temp stack repeat element found find pop lrb rrb temp stack back onto regular stack complete stack,need pop opertation go throught stack find element,3.5,3.574999999999994
A variable in memory that hold the address of another memory location to which it points too,A data type that points to an address in memory which contains certain information Used for pass - by - reference to save memory,variable memory hold address another memory location points,data type points address memory contains certain information used pass reference save memory,5.0,2.5525
Pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,if the stack is implemented using an array you could simply search the array for the item If the stack is implemented using a linked list you would have to pop the values off of the stack until either the value is found or the stack is empty you would then have to have the items put back into the list,pop elements store another stack element found push back elements original stack,stack implemented using array could simply search array item stack implemented using linked list would pop values stack either value found stack empty would items put back list,4.5,3.0599999999999983
A base case that is the simplest case for a problem so that the function will lead to it if this does not happen then it will end up as an infinite loop And a condition to know when to terminate,omitting the base case or writing the recursive call so that it does not converge upon the base case,base case simplest case problem function lead happen end infinite loop condition know terminate,omitting base case writing recursive call converge upon base case,5.0,2.8150000000000013
Iteration performers a series of checks and loops,Many recursive solutions may also be solved with looping control statements such as while for do - while etc,iteration performers series checks loops,many recursive solutions may also solved looping control statements etc,4.0,4.620000000000003
First they are converted into postfix form followed by an evaluation of the postfix expression,When an operand is entered the computer Pushes it onto a stack When an operator is entered the computer Applies it to the top two operands of the stack Pops the operands from the stack Pushes the result of the operation onto the stack,first converted postfix form followed evaluation postfix expression,operand entered computer pushes onto stack operator entered computer applies top two operands stack pops operands stack pushes result operation onto stack,4.0,3.8449999999999944
Nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,There are four way to pass pointer to a function 1 non constant pointer to non constant data 2 non constant pointer to constant data 3 constant pointer to non constant data 4 constant pointer to constant data,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,four way pass pointer function non constant pointer non constant data non constant pointer constant data constant pointer non constant data constant pointer constant data,5.0,3.5100000000000002
A data structure that stores elements following the first in first out principle The main operations in a queue are enqueue and dequeue,A queue is a data type that operates under a FILO - LRB - First In Last Out - RRB - method This means that the first element inserted into the queue is the first element removed,data structure stores elements following first first principle main operations queue enqueue dequeue,queue data type operates filo lrb first last rrb method means first element inserted queue first element removed,4.0,3.9550000000000014
the type char has a null - LRB - n - RRB - element at the very end,A string of characters is a specific variable type that has no extra data at the end A string of type char is all the characters and a null - LRB - 0 - RRB -,type char null lrb n rrb element end,string characters specific variable type extra data end string type char characters null lrb rrb,5.0,4.525
Push and pop are two main functions defined in a stack,push - LRB - add an element - RRB - pop - LRB - remove an element - RRB -,push pop two main functions defined stack,push lrb add element rrb pop lrb remove element rrb,5.0,3.7549999999999955
Local variables are declared inside the method or function they will be used in at the beginning of the method Global variables are declared outside of any function or method generally before functions are defined,Variables are usually declared at the very beginning of a C plus plus program but can be declared any in the program as long as they appear before they are called upon,local variables declared inside method function used beginning method global variables declared outside function method generally functions defined,variables usually declared beginning c plus plus program declared program long appear called upon,4.0,4.349999999999998
by keeping track of a front item and a rear item or with a circular array that uses the modulo function,By having the head pointer point to the first or least current data entered and having the tail point to the most current data entered A method must be created so that the tail pointer does not leave the array,keeping track front item rear item circular array uses modulo function,head pointer point first least current data entered tail point current data entered method must created tail pointer leave array,5.0,4.144999999999996
push and pop,the main functions defined for a stack are push which puts an element on the top of the stack and pop which removes an item from the top,push pop,main functions defined stack push puts element top stack pop removes item top,5.0,3.9099999999999997
The memory address of its operand,returns the address number of the specified variable,memory address operand,returns address number specified variable,4.5,4.35
Returns size of operand in bytes,the sizeof operator returns the size in bytes of an array parameter,returns size operand bytes,sizeof operator returns size bytes array parameter,4.0,4.714999999999999
All the dimensions except the first one,at least 2 but it should always equal the number of dimensions that the argument is expecting like blah will require 4 dimensional array input blah will require a 3 dimensional array blah will require a 2 dimensional array,dimensions except first one,least always equal number dimensions argument expecting like blah require dimensional array input blah require dimensional array blah require dimensional array,3.0,3.6825000000000023
you get the memory location of the first element and the you add an offset to it to get other elements,by using the multiplied by - LRB - pointer plus element - index - RRB -,get memory location first element add offset get elements,using multiplied lrb pointer plus element index rrb,4.0,3.5150000000000023
Nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,Pointers may be passed to functions by value by reference with reference arguments or by reference with pointer arguments,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,pointers may passed functions value reference reference arguments reference pointer arguments,2.5,3.6600000000000046
Gives faster times for some operations such as insertion and deletion,they have double pointers so each node can point forwards or backwards Making it a little easer to get to where you need,gives faster times operations insertion deletion,double pointers node point forwards backwards making little easer get need,3.5,3.205000000000004
Returns size of operand in bytes,the number of bytes of an array during program compilation,returns size operand bytes,number bytes array program compilation,4.5,4.515000000000004
Overall the program has better performance - LRB - means it is faster - RRB - because it does not have to copy large amounts of data,Gives called function the ability to access and modify the caller s argument data,overall program better performance lrb means faster rrb copy large amounts data,gives called function ability access modify caller argument data,3.5,4.355
Using linked lists and stacks you would need a temp stack to retain the values Then you would use the Pop - LRB - - RRB - function to pop off each element and then compare it If its not the element your looking for Push - LRB - - RRB - it to the temp stack Repeat until the element is found When you find it Pop - LRB - - RRB - off the temp stack back onto the regular stack to have a complete stack again,pop operation,using linked lists stacks would need temp stack retain values would use pop lrb rrb function pop element compare element looking push lrb rrb temp stack repeat element found find pop lrb rrb temp stack back onto regular stack complete stack,pop operation,2.5,4.824999999999999
Implement the algorithm and measure the physical running time,The experimental approach for measuring the running time is by using the Big O equation which tells you the running time,implement algorithm measure physical running time,experimental approach measuring running time using big equation tells running time,3.0,4.659999999999997
It makes a copy of the function code in every place where a function call is made,When the compiler inline - expands a function call the function code gets inserted into the caller code stream - LRB - conceptually similar to what happens with a define macro - RRB - This can depending on a zillion other things improve performance because the optimizer can procedurally integrate the called code optimize the called code into the caller,makes copy function code every place function call made,compiler inline expands function call function code gets inserted caller code stream lrb conceptually similar happens define macro rrb depending zillion things improve performance optimizer procedurally integrate called code optimize called code caller,4.5,3.9550000000000014
The compiler selects the proper functions to execute based on number types and order of arguments in the function call,by the number and type of arguments,compiler selects proper functions execute based number types order arguments function call,number type arguments,5.0,4.274999999999997
Traverse the left subtree then the root then the right subtree,in order starts with the root then does right child then left child recursively,traverse left subtree root right subtree,order starts root right child left child recursively,1.5,4.7250000000000005
The size in bytes of its operand,the number of bytes of an array during program compilation,size bytes operand,number bytes array program compilation,4.5,4.475
Using an index outside the bounds of the array generates a run - time error,Run - time,using index outside bounds array generates run time error,run time,5.0,2.769999999999995
Function members and data members,The variables and function prototypes,function members data members,variables function prototypes,4.0,3.845000000000005
you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,Must delete the information that the node contains - LRB - to free up memory or garbage collect - RRB - and also delete the pointer - LRB - in that node parent - RRB - that points to the node you wish to delete,replace node largest element left subtree replace smallest element right subtree,must delete information node contains lrb free memory garbage collect rrb also delete pointer lrb node parent rrb points node wish delete,2.0,3.3450000000000006
Nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,They can be passed by value or by reference,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,passed value reference,2.5,2.4149999999999974
A function that calls upon it self to solve a problem Each time it calls upon it self it splits up a problem into a simplier form until it reaches a base case which is the most simplest form of the problem,A function that calls itself Each time it does it must get smaller and eventually MUST converge to a base case otherwise you can start an infinite loop,function calls upon self solve problem time calls upon self splits problem simplier form reaches base case simplest form problem,function calls time must get smaller eventually must converge base case otherwise start infinite loop,5.0,4.830000000000003
you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,If you delete a node from a tree you have to link that nodes parents to the children of that node,replace node largest element left subtree replace smallest element right subtree,delete node tree link nodes parents children node,3.5,4.119999999999998
Nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,Four different ways : Nonconstant pointer to nonconstant data a nonconstant pointer to constant data a constant pointer to nonconstant data and a constant pointer to constant data,nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,four different ways nonconstant pointer nonconstant data nonconstant pointer constant data constant pointer nonconstant data constant pointer constant data,5.0,4.480000000000005
Gives faster times for some operations such as insertion and deletion,a doubly linked list allows you to back up from a node rather than having to go through the entire list again,gives faster times operations insertion deletion,doubly linked list allows back node rather go entire list,4.0,3.505000000000003
A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,A constructor is automatically called whenever an instance of a class is created a function must be explicitly called by the user,constructor called whenever object created whereas function needs called explicitely constructors return type functions indicate return type,constructor automatically called whenever instance class created function must explicitly called user,4.0,4.244999999999994
The base case for a recursive merge sort is one number One number by itself is a sorted list regardless of what number it is,array of length 1,base case recursive merge sort one number one number sorted list regardless number,array length,5.0,3.0650000000000026
Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,A constructor sets up the default values of variables when an object is instantiated whereas a function allows interaction with that object,unlike regular functions constructors used initialize object data created constructors must also given name class return values,constructor sets default values variables object instantiated whereas function allows interaction object,4.0,4.290000000000001
Log - LRB - n - RRB - where n is the number of nodes,O - LRB - Log - LRB - n - RRB - - RRB -,log lrb n rrb n number nodes,lrb log lrb n rrb rrb,5.0,5.0
A binary tree is a set of nodes that is either empty or partitioned into a root node and one or two subsets that are binary subtrees of the root Each node can have no more than two children a right and a left child,a tree with only 2 joints left and right,binary tree set nodes either empty partitioned root node one two subsets binary subtrees root node two children right left child,tree joints left right,4.5,3.6700000000000004
by reference only,By reference,reference,reference,5.0,4.822806440697213
The strings declared using an array of characters have a null element added at the end of the array,type string is an array of chars that will make an array of single letter characters while an array of strings will be an actual array of words - LRB - or an array of char arrays - RRB -,strings declared using array characters null element added end array,type string array chars make array single letter characters array strings actual array words lrb array char arrays rrb,2.0,3.815000000000005
The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,A static array cannot be changed A regular array can be changed when it is passed to a function or manually,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,static array changed regular array changed passed function manually,2.5,4.650000000000002
Link - based because they are dynamic - LRB - no size constraints - RRB -,List - based because when you enqueue - LRB - or dequeue depending upon your implementation - RRB - you would need to shift all elements to another space with an array causing a horrid time complexity for large data sets where as you can just modify the pointers in a list for a constant time complexity,link based dynamic lrb size constraints rrb,list based enqueue lrb dequeue depending upon implementation rrb would need shift elements another space array causing horrid time complexity large data sets modify pointers list constant time complexity,4.5,2.494999999999998
returns a synonym for the object to which its pointer operand points,The STAR operator returns the value of the object memory address it precedes,returns synonym object pointer operand points,star operator returns value object memory address precedes,3.5,3.7999999999999994
By reference,A method with access to a linked list head pointer as access to the entire list,reference,method access linked list head pointer access entire list,4.0,1.0250000000000008
The height of a tree is the number of nodes on the longest path from the root to a leaf,The height of a tree is in terms of the levels of its nodes such that if the tree is empty its height is 0 otherwise its height is equal to the maximum level of its nodes,height tree number nodes longest path root leaf,height tree terms levels nodes tree empty height otherwise height equal maximum level nodes,4.5,4.615000000000004
The length of the longest path from the root to any of its leaves,The connections between elements are called branches Trees are often called inverted trees because they are normally drawn with the root at the top,length longest path root leaves,connections elements called branches trees often called inverted trees normally drawn root top,1.5,4.380000000000001
Divide and coquer means dividing a problem into 2 plus problems which are solved and then merged back together for a final solution to the whole problem,the divide and conquer paradigm is a recursive solution that keeps dividing the problem into halves until a base case is reached,divide coquer means dividing problem plus problems solved merged back together final solution whole problem,divide conquer paradigm recursive solution keeps dividing problem halves base case reached,4.5,4.610000000000003
First they are converted into postfix form followed by an evaluation of the postfix expression,In postfix notation,first converted postfix form followed evaluation postfix expression,postfix notation,4.0,4.5200000000000005
A pointer that points to the memory address of the beginning part of a functions pretty much the pointer points to the function so it can be called to execute,A pointer to a function that contains the addresses of the function,pointer points memory address beginning part functions pretty much pointer points function called execute,pointer function contains addresses function,5.0,3.4450000000000003
they take up twice as much memory for each node,increased memory requirements slightly more complicated when modifying elements in the list,take twice much memory node,increased memory requirements slightly complicated modifying elements list,5.0,2.395
As many as you want so long as they have different parameters,As many as you want so long as they have different parameters,many want long different parameters,many want long different parameters,5.0,4.822806440697213
The strings declared using an array of characters have a null element added at the end of the array,the type string uses less storage and you have to change the string all at once with an array of characters you can make permutations of words using the characters stored in the array without needing to actually access and change the variables with an array of characters you can just change how they are accessed,strings declared using array characters null element added end array,type string uses less storage change string array characters make permutations words using characters stored array without needing actually access change variables array characters change accessed,3.0,4.595000000000004
by rows,Multi - dimensional arrays are stored in memory by rows,rows,multi dimensional arrays stored memory rows,5.0,4.615000000000002
The base case for a recursive merge sort is one number One number by itself is a sorted list regardless of what number it is,There is only one element in the subarray,base case recursive merge sort one number one number sorted list regardless number,one element subarray,5.0,4.4099999999999975
An array has a fixed size You can add and delete elements to the end of the array and you use a pointer to keep track of the last element added Each time you add or delete an element you update the pointer and check if it is equal to the max size of the array,You keep track of the last item entered into the array and do not allow the user access to the other parts of the array,array fixed size add delete elements end array use pointer keep track last element added time add delete element update pointer check equal max size array,keep track last item entered array allow user access parts array,4.0,2.51
do while statements evaluate whether or not to loop after running the block contained within it at least once So the main differance is that while statements have a possibility of never being used Do while statements on the other hand are always run at least once before evaluating whether to run again,while statements will evaluate the statement BEFORE executing a cycle of the loop including the first cycle meaning that a while loop will not always execute A do while will run evaluate the statement AFTER running through a cycle of the loop ensuring that the loop always executes at least one time,statements evaluate whether loop running block contained within least main differance statements possibility never used statements hand always run least evaluating whether run,statements evaluate statement executing cycle loop including first cycle meaning loop always execute run evaluate statement running cycle loop ensuring loop always executes least one time,5.0,3.8699999999999974
The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,5.0,4.822806440697213
The inline keyword advises the compiler to copy the function code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions,The inline keyword advises the compiler to copy the function code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions,inline keyword advises compiler copy function code place avoid function calls however compiler typically ignore inline qualifier smallest functions,inline keyword advises compiler copy function code place avoid function calls however compiler typically ignore inline qualifier smallest functions,5.0,4.822806440697213
List based is preferred because it is not constrained to a fix size The down fall is that it takes up more memory because each node has at least two parts the item and the pointer,Linked list because it takes up less memory and is scalable,list based preferred constrained fix size fall takes memory node least two parts item pointer,linked list takes less memory scalable,3.0,4.920000000000001
A variable in memory that hold the address of another memory location to which it points too,A pointer is a variable that points to an address in memory which contains some data The pointer does not contain or point to any data only a memory address,variable memory hold address another memory location points,pointer variable points address memory contains data pointer contain point data memory address,5.0,4.860000000000003
Data members - LRB - attributes - RRB - and member functions,A class is an expanded concept of a data structure it holds both the data and the functions being executed,data members lrb attributes rrb member functions,class expanded concept data structure holds data functions executed,4.5,3.9199999999999995
Using linked lists and stacks you would need a temp stack to retain the values Then you would use the Pop - LRB - - RRB - function to pop off each element and then compare it If its not the element your looking for Push - LRB - - RRB - it to the temp stack Repeat until the element is found When you find it Pop - LRB - - RRB - off the temp stack back onto the regular stack to have a complete stack again,you would pop each element and compare it to what you are looking for and then push it back on the stack so that it is not lost,using linked lists stacks would need temp stack retain values would use pop lrb rrb function pop element compare element looking push lrb rrb temp stack repeat element found find pop lrb rrb temp stack back onto regular stack complete stack,would pop element compare looking push back stack lost,4.5,4.525000000000005
you get the memory location of the first element and the you add an offset to it to get other elements,The name of an array is considered to be a pointer in C plus plus and can be passed as such in functions parameters Declaring int a 10 ; creates a pointer a which stores the address of a 0,get memory location first element add offset get elements,name array considered pointer c plus plus passed functions parameters declaring int creates pointer stores address,3.5,1.0399999999999996
An array has a fixed size You can add and delete elements to the end of the array and you use a pointer to keep track of the last element added Each time you add or delete an element you update the pointer and check if it is equal to the max size of the array,Create a int value that stores the head of the stack Increment the top when one element is pushed and decrement after it is popped,array fixed size add delete elements end array use pointer keep track last element added time add delete element update pointer check equal max size array,create int value stores head stack increment top one element pushed decrement popped,5.0,3.350000000000004
The testing stage can influence both the coding stage - LRB - phase 5 - RRB - and the solution refinement stage - LRB - phase 7 - RRB -,The refining step the production step and the maintenance stage,testing stage influence coding stage lrb phase rrb solution refinement stage lrb phase rrb,refining step production step maintenance stage,3.5,4.000000000000005
Both involve a controlled repetition structures and they both have a termination test Also both of them can loop forever,anything you can do recursively you can do iteratively,involve controlled repetition structures termination test also loop forever,anything recursively iteratively,3.0,2.849999999999997
To simulate the behaviour of portions of the desired software product,It is used to let the users have a first idea of the completed program and allow the clients to evaluate the program This can generate much feedback including software specifications and project estimations of the total project,simulate behaviour portions desired software product,used let users first idea completed program allow clients evaluate program generate much feedback including software specifications project estimations total project,3.0,4.124999999999998
The size in bytes of its operand,returns the size in bytes of the specified data,size bytes operand,returns size bytes specified data,4.5,4.545000000000002
do while statements evaluate whether or not to loop after running the block contained within it at least once So the main differance is that while statements have a possibility of never being used Do while statements on the other hand are always run at least once before evaluating whether to run again,a while statement will only process if the statement is met while a do while will always process once then only continue if the statement is met,statements evaluate whether loop running block contained within least main differance statements possibility never used statements hand always run least evaluating whether run,statement process statement met always process continue statement met,5.0,3.325000000000003
Array can retrieve memory from any place in the list while in a link list you have to traverse through each individual node,In arrays you have direct access to each element but in linked lists you have to traverse the list up to the element that you need,array retrieve memory place list link list traverse individual node,arrays direct access element linked lists traverse list element need,5.0,3.9349999999999996
The char will automatically add a null 0 character at the end of the string,When the string is passed into the array char individual characters are stored and can be manipulated Although when a word is stored into a string variable it is stored as one word and not as individual characters,char automatically add null character end string,string passed array char individual characters stored manipulated although word stored string variable stored one word individual characters,2.0,2.789999999999997
By initializing a pointer to point to the first element of the array and then incrementing this pointer with the index of the array element,An element b 3 can be referenced by using multiplied by - LRB - bPtr plus 3 - RRB - instead,initializing pointer point first element array incrementing pointer index array element,element b referenced using multiplied lrb bptr plus rrb instead,4.0,2.659999999999998
To store a class interface including data members and member function prototypes,to separate the source code from the main function allows the methods or classes to be included in the program without direct coding allows re usability,store class interface including data members member function prototypes,separate source code main function allows methods classes included program without direct coding allows usability,3.5,4.405000000000004
Use a circular array Keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,By using the beginning of the array as the removal point of the queue - LRB - or beginning of the queue - RRB - and the ith element as the end of the queue,use circular array keep rear queue toward end array front toward beginning allow rear pointer wrap around,using beginning array removal point queue lrb beginning queue rrb ith element end queue,3.5,4.830000000000001
a static array will store the new values that were assigned to each of its elements meaning if you call a function twice it will use the last values that were returned the first time if you do not declare it static then the new values will not be stored and will be reset to their original value,a static array is allocated when the program starts and is freed when the program exits but has limited scope while an array that is not declared static is allocated and freed when it comes into and out of scope,static array store new values assigned elements meaning call function twice use last values returned first time declare static new values stored reset original value,static array allocated program starts freed program exits limited scope array declared static allocated freed comes scope,5.0,3.9299999999999975
Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,A constructor does not return any date and has no return type Functions can return date or not return data can have a return type,unlike regular functions constructors used initialize object data created constructors must also given name class return values,constructor return date return type functions return date return data return type,4.0,4.430000000000003
