answer,response,label
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral adalah yang menceritakan tentang baik dan buruknya tokoh
Nilai sosial adalah nilai yang menceritakan kehidupan masyarakat
Nilai religi adalah nilai yang menceritakan tentang manusia dengan Tuhan
Nilai budaya adalah nilai yang menceritakan tentang kehidupan masyarakat itu sendiri
Nilai pendidikan adalah nilai yang menceritakan tentang ilmu pengetahuan",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: berperilaku baik/buruk suatu tokoh
Nilai agama: hubungan tokoh dan Tuhan
Nilai pendidikan: bangsa yang mengandung cerita bangsawan
Nilai budaya: kebiasaan perilaku suatu tokoh
Nilai sosial: perilaku masyarakat",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.",nilai pendidikan nilai moral nilai sosial nilai keagamaan nilai kelucuan,2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral : berkaitan dengan perilaku atau watak yang ditampilkan oleh para tokoh dalam cerita hikayat
Nilai Sosial : nilai yang berhubungan dengan kehidupan sosial para pemeran serta hubungan antar manusia
Nilai Budaya : nilai yang mengandung unsur-unsur kebudayaan
Nilai Edukasi / Pendidikan : nilai yang meliputi ajaran pendidikan atau pesan yang mengandung ajaran pendidikan
Nilai Religius : nilai yang berkaitan dengan hal-hal yang berkaitan dengan kepercayaan",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral : nilai moral adalah nilai yang bersifat baik dari cerita tersebut.
nilai pendidikan : yang mencakup ilmu pendidikan.
nilai agama : yang mencakup tentang agama.
nilai sosial : yang mencakup kehidupan sosial rakyat.
nilai budaya",3.75
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.",nilai luhur nilai sosial nilai keagamaan nilai ketuhanan nilai kefiksian,1
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai religi: unsur agama yang dianut oleh tokoh dalam cerita
Nilai pendidikan: pengetahuan atau amanat yang disampaikan penulis pada pembaca
Nilai moral: perilaku tokoh-tokoh dalam cerita
Nilai sosial: hubungan satu tokoh dengan tokoh yang lain
Nilai budaya: cara hidup tokoh-tokoh dalam cerita",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral
Nilai Religi
Nilai Budaya
Nilai Sosial
Nilai Kehidupan",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai sosial → menceritakan tentang kehidupan masyarakat
Nilai religi → menceritakan tentang keagamaan
Nilai pendidikan → menceritakan tentang pengetahuan
Nilai moral → pesan-pesan yang terkandung dalam cerita
Nilai budaya → tentang kebudayaan",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai pendidikan
nilai moral
nilai sosial
nilai keagamaan (religius)
nilai budaya",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai agama, yaitu tentang hubungan tokoh dengan Tuhannya
Nilai moral, yaitu tentang baik atau buruknya tokoh
Nilai pendidikan, yaitu teladan baik dari tokoh
Nilai sosial, yaitu tentang perilaku masyarakat
Nilai budaya, yaitu kebiasaan / tindakan baik yang dilakukan secara turun-temurun",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral -> Nilai yang didapat dari watak dari tokoh
Nilai Pendidikan -> Nilai yang mengajarkan tentang ilmu pengetahuan
Nilai Religi -> Nilai yang menceritakan hubungan manusia dan Tuhan
Nilai Sosial
Nilai Budaya -> Nilai yang menceritakan kebiasaan masyarakat",4
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral
Nilai keagamaan
Nilai kebudayaan
Nilai kesetiaan
Nilai kemanusiaan",1.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: nilai yang menjelaskan tentang baik dan buruknya tokoh itu
Nilai religi: nilai yang menjelaskan tentang hubungan manusia dengan Tuhan
Nilai sosial: nilai yang menjelaskan tentang hubungan tokoh utama dengan tokoh lain
pengetahuan : nilai yang menjelaskan tentang pengetahuan yang baru
nilai budaya : nilai yang menjelaskan tentang peninggalan-peninggalan nenek moyang",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: nilai yg berisi kebaikan
Nilai sosial: nilai yang berisi sikap tokoh ke sesama
Nilai budaya: nilai yang berisi budaya yang terkandung dalam cerita
Nilai religi: nilai yang berisi keagamaan
Nilai pendidikan: nilai yang berisi pendidikan yang bermanfaat untuk pembaca",4
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral
nilai keagamaan
nilai kebudayaan
nilai kesenian
nilai kemanusiaan",2
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral: perilaku baik yang terdapat dalam sebuah cerita.
nilai religius: perilaku baik yang mencerminkan nilai religius/keagamaan.
nilai sosial: perilaku kerja sama yang terdapat pada teks cerita.
nilai pendidikan: keperluan atau keseriusan tokoh pada suatu cerita.
nilai budaya: kebiasaan masyarakat yang terdapat pada cerita.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral
nilai sosial
nilai pendidikan
nilai religi",1.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral: nilai ini berkaitan dengan baik buruknya tokoh, nilai sosial: nilai ini berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lainnya, nilai religi: nilai ini berhubungan dengan hubungan antara manusia dengan tuhan, nilai budaya: nilai ini berkaitan dengan kebiasaan masyarakat di saat itu, nilai pendidikan: nilai ini berkaitan dengan sikap tokoh yang dapat dicontoh atau diteladani dalam kehidupan sehari-hari",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.",moral sosial religi budaya pendidikan,2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral, perilaku baik buruknya suatu tokoh, nilai sosial, saling berinteraksi antara satu tokoh dengan tokoh lain, nilai budaya, saling berinteraksi antara satu tokoh dengan tokoh lain, nilai budaya, berkaitan dengan kebisaan masyarakat, nilai pendidikan, seseorang yang sedang mencari ilmu pengetahuan, nilai religi, yaitu seseorang yang cerdas",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral = perilaku baik atau buruk tokoh, nilai sosial = berhubungan dengan posisi-posisi tertentu dalam masyarakat tentang agama / kepercayaan, nilai pendidikan tindakan yang dapat dicontoh, nilai budaya = warisan yang diturunkan dari nenek moyang kita",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.",moral sosial religius budaya adalah nilai yang berkaitan dengan kegiatan masyarakat saat ini pendidikan,1.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai budaya: nilai yang memuat unsur tradisional daerah.
Nilai agama: nilai yang memuat doa yang dipanjatkan kepada Tuhan atas apa yang terjadi.
Nilai politik: nilai yang memuat pemimpin yang baik dan benar.
Nilai sosial: nilai yang memuat komunikasi antar makhluk hidup.
Nilai moral: nilai yang mengandung pelajaran atau pesan dari pengarang atau penulis.",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral
Nilai sosial
Nilai budaya
Nilai edukasi
Nilai religius",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral: perilaku baik / buruk suatu tokoh.
Nilai Sosial: interaksi antara sesama tokoh.
Nilai Religi: berdoa yang menggambarkan ke religian tokoh.
Nilai Budaya: terlihat kebudayaan yang menonjol / yang ditunjukkan.
Nilai Pendidikan: hal yang harus dicontoh dari tokoh (hal-hal baik).",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral: Nilai yang berkaitan dengan baik buruknya sikap atau perbuatan tokoh dalam cerita.
Nilai Sosial: Nilai yang berkaitan dengan kehidupan di dalam masyarakat.
Nilai Agama: Nilai yang berkaitan dengan masalah keagamaan atau hubungan manusia dengan Tuhan.
Nilai Pendidikan: Nilai yang berkaitan dengan sikap dan tata laku seseorang melalui upaya pengajaran.
Nilai Budaya: Nilai yang diambil dari budaya yang berkembang secara turun temurun.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Sosial: Cara para tokoh berinteraksi dan berkomunikasi dalam cerita.
Moral: Perilaku tokoh dalam cerita.
Pendidikan: Hal atau amanat yang dapat menjadi teladan.
Budaya: Budaya masyarakat pada masa itu.
Politik: Keadaan sosial masyarakat pada masa itu dalam teks hikayat.",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: nilai yang berkaitan dengan baik buruknya sikap atau perbuatan tokoh.
Nilai sosial: nilai yang berkaitan dengan kehidupan di dalam masyarakat.
Nilai pendidikan: nilai yang berkaitan dengan sikap dan tata laku seseorang melalui pelajaran.
Nilai agama: nilai yang berkaitan dengan masalah keagamaan atau hubungan manusia dengan Tuhan.
Nilai budaya: berisi tentang budaya yang diceritakan.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral: Nilai yang berkaitan dengan baik buruknya tokoh.
Nilai Sosial: Nilai yang berkaitan dengan sikap tokoh yang berhubungan dengan tokoh lainnya.
Nilai Religi: Nilai yang berhubungan dengan manusia dengan Tuhan.
Nilai Budaya: Nilai yang berkaitan dengan kebiasaan masyarakat.
Nilai Pendidikan: Nilai yang berkaitan upaya seseorang dalam mencapai ilmu pengetahuan.",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral
Nilai Sosial
Nilai Agama
Nilai Pendidikan
Nilai Budaya",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Moral
Sosial
Religi
Budaya
Pendidikan",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral: pemikiran baik atau buruknya seorang tokoh saat menghadapi suatu tantangan, masalah, ataupun hal lainnya, seperti bertanggung jawab saat melakukan sesuatu
Nilai Sosial: hubungan antara tokoh dan masyarakat/orang di sekitarnya dalam cerita tersebut saat sedang berinteraksi
Nilai Religi: memiliki hubungan antara tokoh dan Tuhannya
Nilai Pendidikan: rasa keingintahuan tokohnya, dapat memberi, menerima, ataupun mencari pengetahuan dan informasi",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai Moral: Perilaku baik atau buruknya suatu tokoh
Nilai Sosial: Saling berinteraksi antara satu tokoh dengan tokoh lain
Nilai Budaya: Berkaitan dengan kebiasaan masyarakat
Nilai Pendidikan: Seseorang yang mencari ilmu pengetahuan
Nilai Religi",3.75
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Religi adalah nilai yang berisi tentang keagamaan yang ada dalam teks hikayat.
nilai Moral adalah nilai pada teks hikayat yang mengandung nilai-nilai moral atau
nilai Pendidikan adalah nilai pada teks hikayat yang mengandung unsur pendidikan serta nilai
Sosial adalah nilai sosial yang mengandung interaksi antar tokoh dalam cerita, dan nilai",3.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: mengajarkan kita untuk hati-hati.
Nilai sosial: harus berbuat baik pada sesama.
Nilai budaya: berhubungan dengan adat istiadat.
Nilai religius: mengajarkan tentang agama.
Nilai pendidikan: mengajarkan beberapa hal dari cerita.",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Pendidikan.
Moral.
Sosial.
Religi.
Budaya.",2.5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai religius (agama), moral, budaya, sosial, edukasi, (pendidikan), dan estetikan (keindahan).",2
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","nilai moral = menilaikan tentang baik atau buruknya perilaku
nilai pendidikan = tentang hal-hal pendidikan yang ada pada cerita
nilai sosial budaya = tentang hubungan adat istiadat pada cerita
nilai politik = membahas tentang pemerintahan
nilai religi = menceritakan tentang agama atau tentang kepercayaan",4
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral: menceritakan tentang baik atau buruknya suatu cerita
Nilai Sosial: menceritakan tentang hubungan dengan tokoh lain
Nilai relig: menceritakan tentang hubungan manusia dengan Tuhan
Nilai Budaya: berkaitan dengan kebiasaan dalam masyarakat
Nilai Pendidikan: berhubungan dengan seorang yang sedang mencari ilmu pengetahuan",5
"Nilai moral, yaitu nilai yang berkaitan dengan baik buruknya tokoh.
Nilai sosial, yaitu nilai yang berkaitan dengan sikap tokoh dalam hubungannya dengan tokoh lain
Nilai religi, yaitu nilai yang berhubungan dengan hubungan manusia dengan Tuhan.
Nilai budaya, yaitu nilai yang berkaitan dengan kebiasaan masyarakat saat itu.
Nilai pendidikan, yaitu nilai yang berkaitan dengan upaya seseorang mencari ilmu pengetahuan.","Nilai moral
Nilai Pendidikan
Nilai Sosial
Nilai Budaya
Nilai Religi",2.5
